,image_id,label,img_name
836914,03344164,현영희 새누리당 의원의 공천헌금 의혹을 수사 중인 검찰이 현기환,03344164.png
836919,03344169,이 가동돼 한은의 통화정책이 영향을 받는 것 아니냐는 우려의 목소,03344169.png
836940,03344190,정이다. 또 학생들의 성 평등 의식 고취를 위해 성 평등 교육과 함께,03344190.png
836949,03344199,"다. 이 관계자는 이어 ""전입학 당시 오 교사가 전입학서류를 담당 교",03344199.png
836953,03344203,"난해 위기를 평화롭게 극복해 전 세계가 경이롭게 보고 있다면서, 평",03344203.png
836959,03344209,"준화할 예정이며, 향후 산림복원 기술, 지반침하 방지기술 등으로 확",03344209.png
836968,03344218,"으며 사안의 중대성을 감안, 가해 학생들의 이의 제기를 면밀히 검토",03344218.png
836974,03344224,"조사 및 서면 조사, 추가 증거 확보 등을 거쳐 최종적으로 지난달 가해",03344224.png
836976,03344226,후배가 되는 것을 싫어하는 것을 보고 아내의 지인이 사는 강동구로,03344226.png
836979,03344229,마당 등을 선보일 계획이다. 남원에선 5월 6일부터 10일까지 문화체,03344229.png
836980,03344230,둥 번개가 치겠습니다. 비는 밤에 서쪽 지역부터 차차 그치겠습니다.,03344230.png
836982,03344232,"표경기와 체감경기간 괴리에 대한 의견교환이 있었고, 서비스산업 경",03344232.png
836983,03344233,유동업조합으로 시작한 서울우유는 이후 국내 낙농산업의 혁신을 선,03344233.png
836994,03344244,로 평년기온을 11도 가량 웃돌면서 5월 상순에 해당되는 고온현상이,03344244.png
837001,03344251,7호 객차에 앉아 졸고 있었는데 갑자기 주위가 시끄러워 눈을 떠 보,03344251.png
837002,03344252,영국 폭동 와중에 페이스북에 선동 글을 올린 젊은이들에게 중형이,03344252.png
837028,03344278,"교사는 ""2001년 6월 한 교사가 보충수업비 횡령 등 4가지 혐의로 교",03344278.png
837032,03344282,과 다르게 경영실적보고서를 작성해 높은 등급을 받았다. 이 덕분에,03344282.png
837033,03344283,"""이라며 정면 반박하는 등 인권법을 둘러싼 갈등이 여야 갈등을 넘어",03344283.png
837042,03344292,인성 교과목을 운영해 인성 및 인권 존중의 교육 환경을 조성해나가,03344292.png
837047,03344297,사실이 뒤늦게 밝혀졌다. 담임교사는 C군의 전입학 이전부터 이미 C,03344297.png
837049,03344299,보완조치를 요청했다. 대한하천학회 등 전문가와 시민단체도 사고위,03344299.png
837050,03344300,상태로 이뤄지는 콜드체인시스템을 도입해 2000여 곳의 전용목장에,03344300.png
837051,03344301,창 올림픽은 88올림픽 이후 성장과 발전을 전세계에 알리는 좋은 계,03344301.png
837053,03344303,따르면 지난해 12월까지 주 40시간제를 법정시행일보다 앞당겨 시행,03344303.png
837054,03344304,"보다 높겠고, 한낮에도 대부분 지역이 영상으로 오르면서 추위가 누",03344304.png
837060,03344310,한 국방력을 기반으로 남북 대화와 평화를 추구해 가겠다고 말했습니,03344310.png
837061,03344311,시 김종창 금감원장에게 청탁한 정황을 포착한 것으로 30일 확인됐,03344311.png
837062,03344312,업부서로 배치해 검사기능과 소비자보호 업무를 대폭 강화한다는 방,03344312.png
837067,03344317,트워크를 폭동의 도구라며 비난해 온 데이비드 캐머런 영국 총리는,03344317.png
837071,03344321,기관으로부터 9조2천억원의 사기대출을 받은 혐의 등으로 대검 중수,03344321.png
837079,03344329,"에 참석한 민주노총 한 핵심관계자는 ""참여정부에서 가장 실패한 정",03344329.png
837082,03344332,"을 수 있도록 하는 것이다. 이 의원은 ""최근 일본군 위안부 피해자들",03344332.png
837084,03344334,라 보험권역은 기존 2국 2실 체제에서 5개 국 체제로 대폭 확대될 예,03344334.png
837093,03344343,"있도록 국가가 도와야 한다""고 말했다. 지난 6월 한 일본인 남성이 주",03344343.png
837100,03344350,비정규직법안에 대한 국회 처리를 둘러싸고 여당과 노동계가 팽팽한,03344350.png
837102,03344352,된다. 고무에 카본블랙주1을 섞은 일반타이어는 날씨가 추워질수록,03344352.png
837108,03344358,의견과 폭동 선동은 엄중하게 처벌해야 한다는 의견이 팽팽히 맞서,03344358.png
837110,03344360,"지급률 수정 등 적절한 조치를 취하라""고 통보하고, 수공 사장에게 """,03344360.png
837114,03344364,"이었다고 밝혔다. 또, 이들은 ""전입학 직전인 지난해 2월 19일자로",03344364.png
837115,03344365,로비를 맡았던 금융브로커 윤 모씨가 은진수 전 감사원 감사위원을,03344365.png
837116,03344366,대치를 벌인 끝에 법안 심사 일정이 연기됐다. 국회 환경노동위원회,03344366.png
837118,03344368,28일 독립영화의 산실인 전주국제영화제가 화려한 막을 올린다. 올,03344368.png
837121,03344371,성가족위원회 소속 이자스민 의원은 '일본군 위안부 피해자들에게 법,03344371.png
837122,03344372,방치해 사고를 자초했다는 지적을 받았다. 지난달 30일 새벽 낙동강,03344372.png
837137,03344387,가 훌륭하다.,03344387.png
837138,03344388,이다.,03344388.png
837139,03344389,"것을 봤다""고 신고했다. 이씨는 ""휴가중에 술을 마시고 사고 지하철의",03344389.png
837140,03344390,"원 산간으로는 바람이 매우 강하게 불겠고, 그 밖의 내륙으로도 종일",03344390.png
837146,03344396,이 과제가 국가 추진과제로 선정됐다. 이에 따라 오는 2014년을 목,03344396.png
837149,03344399,공동으로 KS 제정 및 국제표준화(ISO)를 추진한다고 9일 밝혔다. 광,03344399.png
837150,03344400,두산중공업(사장 박지원)은 25일경남 창원공장에서 실물 원자로와,03344400.png
837152,03344402,"수의사로서 젖소의 스트레스와 건강을 관리하고 있다. 한편, 국내 우",03344402.png
837153,03344403,WONBIN'을 열어 팬들과 만난다. 약 5천여명의 팬들이 참석할 예정,03344403.png
837159,03344409,있어 매운 맛을 상쇄시켜 준다. 킴 크로포드는 뉴질랜드 소비뇽 블랑,03344409.png
837167,03344417,"달리 19m파일 대신 6m파일을 박았고, 가물막이 하류지역의 준설을",03344417.png
837169,03344419,입을 열면 소환시기를 앞당길 계획이다.,03344419.png
837171,03344421,딱딱해지는 특성을 갖고 있다.,03344421.png
837174,03344424,화를 추진하겠다고 밝 혔습니다. 평창 올림픽에 대해서는 88 올림픽,03344424.png
837175,03344425,이다. 소음이 많은 것이 단점으로 꼽히기는 하지만 전후 방향의 강력,03344425.png
837177,03344427,"조사 및 서면 조사, 추가 증거 확보 등을 거쳐 최종적으로 지난달 가해",03344427.png
837185,03344435,"날씨정보 전해드렸습니다.""",03344435.png
837192,03344442,한 말맞추기라고 판단한 검찰은 즉각 조씨에 대한 사전 구속영장을,03344442.png
837211,03344461,를 끌어올려 15억여원의 차익을 챙긴 혐의를 받고 있다. 2010년 2월,03344461.png
837212,03344462,"국이 신설되고, 일부 실이 국으로 승격돼 기능이 강화된다. 13일 금융",03344462.png
837233,03344483,조화를 이룬다. 입맛을 잃기 쉬운 삼복더위엔 매콤 칼칼한 낙지볶음,03344483.png
837244,03344494,로 분리할 예정이다. 금감원은 조직개편과 함께 지원부서 인력을 현,03344494.png
837246,03344496,다. 조 전 수석은 박 전 대통령이 이 부회장 퇴진을 지시했고 손경식 C,03344496.png
837255,03344505,"한다""는 취지의 발언을 한 바 있다.",03344505.png
837256,03344506,이에는 프랑스 남쪽지방 와인인 셀리에 드 마레농의 '그랑 마레농'을,03344506.png
837259,03344509,"개 무인도중 하나로, 박준영전남도지사가 다도해 개발의 시범사업 지",03344509.png
837261,03344511,입니다.,03344511.png
837264,03344514,밝혔다. 박씨도 로비 자체를 부인하고 있다. 박씨는 부산저축은행에,03344514.png
837271,03344521,"재 선에서 협의채널을 만들기로 했다""고 말했다. 양측은 간담회 직후",03344521.png
837273,03344523,"개 무인도중 하나로, 박준영전남도지사가 다도해 개발의 시범사업 지",03344523.png
837274,03344524,들이 법적 대응을 할 때 변호사가 수임료를 받지 않거나 자원봉사자,03344524.png
837278,03344528,유시장의 경쟁은 더욱 치열해지고 있다. 빠리바게뜨를 운영하는 SPC,03344528.png
837282,03344532,의뢰했기 때문에 필요할 경우 C검사는 참고인 자격으로 소환될 가능,03344532.png
837283,03344533,일본군 위안부 피해자에 대한 생활안정지원 및 기념사업 등에 관한,03344533.png
837285,03344535,불러왔다. 수자원공사는 지난 5월 사고 당시 다시는 사고가 발생하지,03344535.png
837297,03344547,신한카드는 5일 경기도 성남시 차의과학대학교에서 이재우 사장과,03344547.png
837307,03344557,부터 '치즈자랑 의견이야기' 축제가 개최된다. 지난해까지 각각 진행,03344557.png
837311,03344561,심야까지 회의를 열지 못하고 24일로 연기했다. 법안심사소위 위원,03344561.png
837313,03344563,"난해 위기를 평화롭게 극복해 전 세계가 경이롭게 보고 있다면서, 평",03344563.png
837318,03344568,신청 업체는 전무한 것으로 나타났다. 17일 울산지방노동사무소에,03344568.png
837321,03344571,담 부원장보에는 신응호 기업금융개선국장이 임명될 것으로 알려졌,03344571.png
837334,03344584,화축제가 전주시 풍남동 경기전 일대에서 열린다. 임실군에선 30일,03344584.png
837336,03344586,박 전 대통령은 재산 몰수와 추징 시효가 10년으로 늘어난 전두환 특,03344586.png
837339,03344589,골인하게 됐다. 예비 신랑은 1살 연상의 사업가 장모(32)씨로 고대,03344589.png
837341,03344591,강동구로 돼 있더라도 실제 거주지가 강남구였다면 강동구로전입하,03344591.png
837342,03344592,받지 않았다고 했다가 나중에 500만원을 받았다고 인정했다. 그러나,03344592.png
837345,03344595,생인권법을 병합심사할 것을 주문하고 있다. 이 과정에서 한나라당은,03344595.png
837347,03344597,"발견, 경찰에 신고 했다. 이씨는 경찰에서 ""집에 돌아와 보니 함께 지",03344597.png
837348,03344598,선수 삼계탕엔 '슈렘스버그 블랑 드 누아'가 제격이다. 삼계탕엔 산미,03344598.png
837355,03344605,"은행 및 비은행 담당 부원장에는 주재성 부원장보가, 금융투자와 기",03344605.png
837356,03344606,비즈니스센터 건립 사업을 '경남 모자이크 프로젝트' 7대 선도사업으,03344606.png
837359,03344609,남북갈등으로까지 확산될 조짐마저 보이고 있다.,03344609.png
837360,03344610,러 다른 정관계 고위인사 등이 비리에 연루됐는지 추궁했다.,03344610.png
837362,03344612,"동강 횡단관로 사고시설 파손우려가 있다고 통보했고, 수회에 걸쳐",03344612.png
837364,03344614,낮부터 기온이 오름세를 보이면서 추위가 금세 누그러지겠습니다. 그,03344614.png
837365,03344615,서울중앙지검 금융조세조사3부(부장검사 이중희)는 27일 박성훈 글,03344615.png
837367,03344617,"표경기와 체감경기간 괴리에 대한 의견교환이 있었고, 서비스산업 경",03344617.png
837371,03344621,해 국제적으로 선도적 지위를 유지하는 것이 한민족으로서 우리의 의,03344621.png
837380,03344630,이 가동돼 한은의 통화정책이 영향을 받는 것 아니냐는 우려의 목소,03344630.png
837384,03344634,지 않은 6월 30일 4단지 배수지에 수돗물을 공급하는 낙동강횡단관,03344634.png
837385,03344635,권에 따르면 금감원은 이같은 내용의 조직개편안을 마련하고 조만간,03344635.png
837391,03344641,"보했지만 C검사는 ""말미를 달라""며 출석을 미뤄온 것으로 알려졌다.",03344641.png
837398,03344648,이는 방식을 택해 공장식 축산을 할 수 없다며 한정생산을 강점으로,03344648.png
837400,03344650,자살했으며 이로 인해 이씨가 최근 폭행치사 혐의로 징역 2년을 구형,03344650.png
837402,03344652,년께 독일에서 장협착증 수술을 받는등 건강이 악화돼 이듬해 1월께,03344652.png
837404,03344654,한은 금융통화위원회에 차관을 참석시키는 열석발언권을 행사해 중,03344654.png
837411,03344661,"조사 및 서면 조사, 추가 증거 확보 등을 거쳐 최종적으로 지난달 가해",03344661.png
837421,03344671,"무이다""고 말했다. 또 이주영 한나라당 정책위 의장은 민주당의 북한",03344671.png
837428,03344678,인하대 게시판에는 8일 '의대 남학우 9인의 성폭력을 고발합니다라,03344678.png
837436,03344686,"고 더 큰 사회 문제를 일으키는 원인이 될 것""이라며 ""결국 그들이 당",03344686.png
837437,03344687,월부터 2015년 6월까지 3년 동안 고객들이 차병원에서 결제한 금액,03344687.png
837440,03344690,조원이면 경제협력개발기구(OECD) 국가들이 실시하는 최소한의 보,03344690.png
837442,03344692,"난해 위기를 평화롭게 극복해 전 세계가 경이롭게 보고 있다면서, 평",03344692.png
837453,03344703,한 국방력을 기반으로 남북 대화와 평화를 추구해 가겠다고 말했습니,03344703.png
837457,03344707,다. 검찰은 실제 로비가 이뤄졌는지 확인 중이며 김 전 원장의 소환을,03344707.png
837459,03344709,"주민의 민생 문제도 그대로 반영된다""고 덧붙였다. 이처럼 여야가 북",03344709.png
837471,03344721,가족 전체가 주소를 당시 명일동으로 이전했으나 넉달 뒤인 6월에 다,03344721.png
837473,03344723,물의를 빚어 감찰 대상에 올랐던 C검사가 이날 사표를 제출했다고 밝,03344723.png
837475,03344725,률상담이나 소송대리 등을 지원'하는 개정법률안을 8월 셋째 주에 발,03344725.png
837477,03344727,승용차를 이용해 은행을 차례로 털었다. 강도단은 사베 시의 경찰서,03344727.png
837478,03344728,"지고 있었더라도 출입국 직원이 못알아봤을리 없다""며 ""요인들의 출",03344728.png
837481,03344731,"를 중단하면 10조원이 줄고, 연간 예산증가율로 마련되는 추가 재원",03344731.png
837491,03344741,권재진 청와대 민정수석에게 전화를 걸어 구명로비를 했다는 의혹을,03344741.png
837493,03344743,"""나흘 간의 설 연휴가 시작됐습니다. 연휴 첫 날, 잘 보내고 계신가요?",03344743.png
837495,03344745,입을 비롯한 다양한 의혹이제기됨에 따라 이달 20일부터 C검사에 대,03344745.png
837502,03344752,건이 발생했다. 21일 현지 언론에 따르면 강도단은 이날 새벽 훔친 트,03344752.png
837504,03344754,는 23일 법안심사소위를 열어 정부가 제출한 비정규직법안을 심사해,03344754.png
837507,03344757,"서류를 갖고와 제출해야 한다""며 전입학 이전에 이미 오씨와 C군의",03344757.png
837508,03344758,"당대표 연설에서 ""정권 연장용 정치공작, 야당 죽이기 공작수사를 즉",03344758.png
837516,03344766,로가 파손돼 1만6000여 가구와 248개 기업체에 또 다시 단수사태를,03344766.png
837517,03344767,"비스총괄본부가 폐지되고 산하에 있던 감독총괄국과 거시감독국, 국",03344767.png
837518,03344768,"자들의 명예가 훼손될 우려가 있는 사건들이 늘고 있다""며 ""일본군 위",03344768.png
837519,03344769,"른 자료를 사용했기 때문으로 밝혀졌다. 감사원은 기재부장관에게 """,03344769.png
837525,03344775,"연합뉴스와의 전화 통화를 통해 ""최근 변호사인 친동생(김형진 씨)이",03344775.png
837526,03344776,톱스타 원빈이 오는 27일 일본 요코하마에서 자선 팬미팅을 연다. 원,03344776.png
837531,03344781,채용할 경우 증원인력 1인당 월 50만원(올해 60만원)씩한시적으로,03344781.png
837532,03344782,자살했으며 이로 인해 이씨가 최근 폭행치사 혐의로 징역 2년을 구형,03344782.png
837538,03344788,인터넷을 차단했던 이집트 정부처럼 행동하려 한다고 비난했다. 폴,03344788.png
837539,03344789,어가 있기 때문에 이 법안을 그대로 의결하면 민주당이 제기한 북한,03344789.png
837549,03344799,"""문재인 대통령이 남북 문제와 관련해 강력한 국방력을 기반으로 대",03344799.png
837550,03344800,00만원을 받은 혐의(특경가법상 알선수재)로 은 전 위원에 대해 구속,03344800.png
837559,03344809,중단과 부자감세 철회 등을 주장했다. 이 대표는 이날 KBS 라디오 정,03344809.png
837561,03344811,"른 자료를 사용했기 때문으로 밝혀졌다. 감사원은 기재부장관에게 """,03344811.png
837562,03344812,호사는 박 전 대통령의 현금 10억여 원도 보관 중입니다. 지금까지 드,03344812.png
837566,03344816,"온 영하 6도까지 떨어지는 등 반짝 추위가 이어지겠습니다. 하지만,",03344816.png
837575,03344825,하는 점에 비춰 B고교의 전입학 시스템에 중대 허점이 있었던 사실도,03344825.png
837592,03344842,효중인 가운데 물결이 거세게 일겠습니다. 내일 아침에는 서울의 기,03344842.png
837601,03344851,지거나 이러한 수분이 제대로 배출되지 못하면 차가 미끄러지게 된다,03344851.png
837604,03344854,혐의로 기소된 노모(38.여)씨에 대해 징역 3년에 집행유예 5년을 선,03344854.png
837616,03344866,귀국치 않았다.,03344866.png
837618,03344868,로 채용한 업체는 전무했다. 정부가 지난해 7월부터 중소기업의 인건,03344868.png
837628,03344878,구조를 재개키로 했다. 한편 이날 좌초된 선박은 부산에서 석회석을,03344878.png
837630,03344880,로 보여 개막식 행사에 참여하는 분들은 추위에 대비를 잘 해주셔야,03344880.png
837631,03344881,서 주행을 할 수 있도록 한다. 또한 블록패턴의 트레드는 바퀴 압력에,03344881.png
837634,03344884,원은 옛 삼성동 자택을 67억 원에 팔면서 생긴 돈으로 파악하고 있습,03344884.png
837635,03344885,고교장의 추천을 받은 역사교사 18명 그 외 지도교사 등 40명의 인원,03344885.png
837641,03344891,"교사는 ""2001년 6월 한 교사가 보충수업비 횡령 등 4가지 혐의로 교",03344891.png
837646,03344896,며 논란 끝에 예산을 전액 삭감했다. 낙동강특위 활동기간 연장 지원,03344896.png
837651,03344901,주민의 인권을 실질적으로 증진하고 국제적 기준에 따라 인도적 지원,03344901.png
837668,03344918,영문 제목)'는 한국에서 1천100만명을 모은 '브라더후드('태극기 휘,03344918.png
837677,03344927,줬다. 대구 최세호 장병호 기자,03344927.png
837685,03344935,조원이면 경제협력개발기구(OECD) 국가들이 실시하는 최소한의 보,03344935.png
837698,03344948,이 박근혜 전 대통령 재산에 대한 동결 조치에 나섰습니다. 국정원으,03344948.png
837703,03344953,며 논란 끝에 예산을 전액 삭감했다. 낙동강특위 활동기간 연장 지원,03344953.png
837713,03344963,파클링을 함께 마시면 입안에서 청량감이 살아나 더운 날씨에 처진,03344963.png
837717,03344967,"조금 오는 곳이 있겠습니다. 한낮 기온은 서울 4도, 대구는 8도 예상",03344967.png
837720,03344970,싣고 동해항으로 향하던 중 엔진고장으로 표류 중 높은 파도에 좌초,03344970.png
837724,03344974,"옮기는 이석근 부원장보 후임에는 조영제 은행서비스국장이, 검사 전",03344974.png
837730,03344980,술함을 여실히 드러냈다는 비판의 목소리가 높다. 5월 해평취수장의,03344980.png
837731,03344981,"각 중단하고 박 원내대표에게 혐의가 있다면 당당히 기소하라""며 ""한",03344981.png
837734,03344984,률상담비나 소송비 등 정부 지원을 받을 수 있게 될 전망이다. 국회 여,03344984.png
837740,03344990,자를 목격한 사실을 확인했다. 경찰은 이씨의 군부대에 이씨의 특별,03344990.png
837742,03344992,내는 동생이 없어 주변을 살피다 창고에서 목을 매 숨져있는 동생을,03344992.png
837744,03344994,화축제가 전주시 풍남동 경기전 일대에서 열린다. 임실군에선 30일,03344994.png
837746,03344996,500만원이 아닌 3억원을 받은 혐의로 구속되면 더 이상 금품수수 사,03344996.png
837748,03344998,기 정보를 확인하셔야겠습니다. 오늘 낮 최고 기온은 서울 2도 등 어,03344998.png
837754,03345004,검토 중이다. 부산저축은행 로비수사는 최고위층 인사로 확대되고 있,03345004.png
837757,03345007,"위관계자도 ""김우중 전 회장 정도의 인물이라면 설령 위조여권을 가",03345007.png
837759,03345009,횡단송수관로 누수발생사고도 인재다. 구미시는 5월 16일 문서로 낙,03345009.png
837762,03345012,14년까지 4년간 총 3600억 원을 지원할 계획이었다. 하지만 한나라,03345012.png
837766,03345016,입국내역은 모두 보고를 받는데 김우중 전 회장에 대해서는 전혀 보,03345016.png
837774,03345024,"옮기는 이석근 부원장보 후임에는 조영제 은행서비스국장이, 검사 전",03345024.png
837778,03345028,가 참석하는 '거시정책실무협의회'를 월 1회 운영할 계획이라고 밝혔,03345028.png
837787,03345037,오씨 학급만 공교롭게도 34명이어서 C군이 이 학급에 배정됐다고 해,03345037.png
837788,03345038,과 묶음으로 가야하기 때문에 집권당시 실책에 대한 면밀한 평가와,03345038.png
837792,03345042,다. 두 사건 모두 상수도시설 관리에 대한 수자원공사의 안이함과 허,03345042.png
837800,03345050,"예정이다. 최수현 수석부원장은 기획총괄, 소비자, 보험업무를 관할",03345050.png
837807,03345057,다. 탐방 기간 동안 중국 및 러시아 현지 대학 교수들의 특강과 토론도,03345057.png
837818,03345068,로가 파손돼 1만6000여 가구와 248개 기업체에 또 다시 단수사태를,03345068.png
837823,03345073,"다. 한국정신대문제대책협의회 안정미 팀장은 ""일본군 위안부 피해자",03345073.png
837826,03345076,혐의도 받고 있다. 검찰은 박씨가 주가조작으로 거액의 시세차익을,03345076.png
837831,03345081,"있도록 국가가 도와야 한다""고 말했다. 지난 6월 한 일본인 남성이 주",03345081.png
837838,03345088,만 아니라 전후좌우 방향으로 미끄러지는 것을 방지하는 효과가 있다,03345088.png
837841,03345091,빈은 이날 요코하마의 파시피코홀에서 자선행사 '28DAY'N YEAR,03345091.png
837859,03345109,"""문재인 대통령이 남북 문제와 관련해 강력한 국방력을 기반으로 대",03345109.png
837861,03345111,"원 당시 합의를 이행하라""고 했다. 이 대표는 또 ""5년 동안 연평균 30",03345111.png
837862,03345112,"공동브리핑에서 ""우리 경제가 수출 호조와 고용 개선 등에 힘입어 잠",03345112.png
837868,03345118,"고받은 바 없다""고말했다. 대검 중수부도 김우중 전 회장이 사기대출",03345118.png
837876,03345126,도해 왔다. 영세한 낙농가가 조합을 통해 우유를 안정적으로 유통할,03345126.png
837877,03345127,"다. 이 관계자는 이어 ""전입학 당시 오 교사가 전입학서류를 담당 교",03345127.png
837879,03345129,"수 있게 하고, 고객들은 위생처리를 거친 우유를 안심하고 마실 수 있",03345129.png
837880,03345130,즉각 반발하고 나섰다.이들의 글이 실제 폭동으로 이어지지 않았는데,03345130.png
837887,03345137,"의하셔야겠습니다. 아침 기온은 서울 영하 6도, 광주 영하 2도로 오늘",03345137.png
837899,03345149,손해배상 소송을 할 경우 법률상담비나 소송대리 등 정부 지원을 받,03345149.png
837902,03345152,"추천한다. 야생 딸기의 향과 함께 계피, 생강 등 섬세한 향신료의 향이",03345152.png
837904,03345154,"록 조심하셔야겠습니다. 아침 기온은 서울 영하 5도, 대구는 영하 3도",03345154.png
837907,03345157,법무부는 21일 담임교사가 아들의 답안지를 대신 작성한 사건으로,03345157.png
837910,03345160,법사위에 계류돼 있는 법안에 북한에 대한 인도적인 지원 내용이 들,03345160.png
837913,03345163,"부에서는 시큰둥했다""고 말했다. 또 다른 관계자도 ""노무현정부에서",03345163.png
837916,03345166,전체회의에 넘기려 했으나 민주노동당 의원들의 소위 회의실 점거로,03345166.png
837924,03345174,원해 수색을 벌이고 있으나 아직 구체적인단서를 찾지 못했다. 한편,03345174.png
837928,03345178,조 파업 때로 거슬러 올라 간다. 문 후보는 당시 청와대 민정수석으로,03345178.png
837930,03345180,"내세웠다. 남양, 매일, 빙그레 등 주식회사들도 빠른 의사결정을 무기",03345180.png
837931,03345181,다. 문 대통령은 오늘 대한노인회 회장단과 가진 오찬에서 과거처럼,03345181.png
837934,03345184,이다.,03345184.png
837938,03345188,기 오렌지 등 풍부한 과실향과 튼튼한 구조감을 가진 캘리포니아 최,03345188.png
837943,03345193,문제에 관심을 갖자는 이야기를 먼저 했는데 사실은 미국이나 일본이,03345193.png
837944,03345194,인하대는 의예과 남학생들의 여학생 집단 성희롱과 관련해 9일 공식,03345194.png
837948,03345198,상이한 광해방지 제도 및 적용기술에 대해 한국녹색산업진흥협회와,03345198.png
837949,03345199,둥 번개가 치겠습니다. 비는 밤에 서쪽 지역부터 차차 그치겠습니다.,03345199.png
837951,03345201,"구하기 위해 신태용 감독이 긴급 투입됐지만,첫 경기였던 이란전에서",03345201.png
837959,03345209,"지고 있었더라도 출입국 직원이 못알아봤을리 없다""며 ""요인들의 출",03345209.png
837962,03345212,오늘 비교적 온화한 날씨가 이어지면서 활동하기 무난했습니다. 설,03345212.png
837973,03345223,성적 언행으로 피해 여학생들이 느꼈을 성적 수치심과 인격적 모멸감,03345223.png
837974,03345224,경보가 호남과 충남을 제외한 대부분 지역에는 건조주의보가 계속되,03345224.png
837981,03345231,정교하고 잘 싸인 탄닌이 부드럽고도 쫄깃한 장어의 질감과 환상의,03345231.png
838005,03345255,"황토현 동학축제'를 통해 1박2일 황토현숙영캠프, 동학농민혁명군",03345255.png
838008,03345258,"어지기를 바란다""고 말했다. 한편, 신한카드는 이날 차병원에 소아뇌",03345258.png
838010,03345260,당하는 시공사 관계자도 붕괴위험을 사전에 지적하며 보강공사를 수,03345260.png
838012,03345262,"추천한다. 야생 딸기의 향과 함께 계피, 생강 등 섬세한 향신료의 향이",03345262.png
